year,state,births,region,percent,topFive
1960,UT,22812,West,0.58,"['David', 'Michael', 'Mark', 'Robert', 'John']"
1960,VT,7473,Northeast,0.19,"['Michael', 'David', 'James', 'Robert', 'John']"
1960,VA,82074,South,2.08,"['James', 'David', 'Michael', 'Robert', 'William']"
1960,WA,59254,West,1.50,"['David', 'Michael', 'Mark', 'John', 'Robert']"
1960,WV,36356,South,0.92,"['David', 'James', 'John', 'Michael', 'Robert']"
1960,WI,92997,Midwest,2.36,"['David', 'Michael', 'Mark', 'Mary', 'James']"
1960,WY,6298,West,0.16,"['David', 'Robert', 'James', 'Michael', 'John']"
1961,AK,5808,West,0.15,"['David', 'John', 'Michael', 'Robert', 'James']"
1961,AL,71726,South,1.83,"['James', 'Michael', 'John', 'David', 'Robert']"
1961,AZ,32282,West,0.82,"['David', 'Robert', 'Michael', 'John', 'James']"
1961,AR,37015,South,0.94,"['James', 'David', 'Michael', 'Robert', 'John']"
1961,CA,363889,West,9.26,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1961,CO,41847,West,1.06,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1961,CT,51094,Northeast,1.30,"['Michael', 'John', 'David', 'Robert', 'James']"
1961,DE,9835,South,0.25,"['John', 'David', 'Michael', 'Robert', 'James']"
1961,FL,105005,South,2.67,"['James', 'Michael', 'John', 'David', 'Robert']"
1961,GA,92331,South,2.35,"['James', 'Michael', 'David', 'Robert', 'John']"
1961,HI,13567,West,0.35,"['Michael', 'John', 'David', 'Mark', 'Robert']"
1961,ID,13553,West,0.34,"['David', 'Robert', 'Michael', 'Mark', 'John']"
1961,IL,220336,Midwest,5.61,"['Michael', 'John', 'David', 'James', 'Robert']"
1961,IN,103959,Midwest,2.65,"['David', 'Michael', 'James', 'Mark', 'John']"
1961,IA,58549,Midwest,1.49,"['David', 'Michael', 'Mark', 'John', 'James']"
1961,KS,42719,Midwest,1.09,"['David', 'Michael', 'Mark', 'John', 'James']"
1961,KY,66345,South,1.69,"['James', 'David', 'Michael', 'John', 'William']"
1961,LA,79227,South,2.02,"['Michael', 'John', 'David', 'James', 'Robert']"
1961,ME,20961,Northeast,0.53,"['David', 'Michael', 'John', 'Robert', 'James']"
1961,MD,63154,South,1.61,"['Michael', 'John', 'David', 'James', 'Robert']"
1961,MA,111290,Northeast,2.83,"['John', 'Michael', 'Robert', 'David', 'James']"
1961,MI,179924,Midwest,4.58,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1961,MN,79825,Midwest,2.03,"['David', 'Michael', 'Mark', 'John', 'James']"
1961,MS,51743,South,1.32,"['James', 'Robert', 'John', 'Mary', 'Michael']"
1961,MO,92675,Midwest,2.36,"['David', 'Michael', 'John', 'James', 'Mark']"
1961,MT,14164,West,0.36,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1961,NE,30937,Midwest,0.79,"['Michael', 'David', 'Mark', 'John', 'Robert']"
1961,NV,5815,West,0.15,"['Michael', 'David', 'John', 'Robert', 'James']"
1961,NH,11759,Northeast,0.30,"['Michael', 'David', 'John', 'James', 'Robert']"
1961,NJ,121715,Northeast,3.10,"['John', 'Michael', 'Robert', 'James', 'David']"
1961,NM,25248,West,0.64,"['David', 'Robert', 'Michael', 'John', 'James']"
1961,NY,347131,Northeast,8.83,"['Michael', 'John', 'Robert', 'David', 'James']"
1961,NC,101562,South,2.58,"['James', 'Michael', 'David', 'William', 'John']"
1961,ND,13783,Midwest,0.35,"['David', 'Mark', 'Michael', 'James', 'Robert']"
1961,OH,215687,Midwest,5.49,"['David', 'Michael', 'John', 'James', 'Robert']"
1961,OK,44367,South,1.13,"['David', 'James', 'Michael', 'Robert', 'John']"
1961,OR,33142,West,0.84,"['David', 'Michael', 'Mark', 'John', 'Robert']"
1961,PA,228959,Northeast,5.83,"['John', 'Michael', 'David', 'Robert', 'James']"
1961,RI,17211,Northeast,0.44,"['Michael', 'David', 'John', 'Robert', 'James']"
1961,SC,54296,South,1.38,"['James', 'John', 'Michael', 'David', 'William']"
1961,SD,14809,Midwest,0.38,"['David', 'Mark', 'Michael', 'James', 'Lori']"
1961,TN,75553,South,1.92,"['James', 'David', 'Michael', 'Robert', 'William']"
1961,TX,231275,South,5.88,"['David', 'James', 'Michael', 'Robert', 'John']"
1961,UT,22752,West,0.58,"['David', 'Michael', 'Mark', 'Robert', 'John']"
1961,VT,7424,Northeast,0.19,"['David', 'Michael', 'John', 'Robert', 'James']"
1961,VA,83446,South,2.12,"['James', 'David', 'Michael', 'John', 'Robert']"
1961,WA,58566,West,1.49,"['David', 'Michael', 'John', 'Mark', 'Robert']"
1961,WV,35583,South,0.91,"['David', 'James', 'John', 'Michael', 'Robert']"
1961,WI,91555,Midwest,2.33,"['David', 'Michael', 'John', 'Mark', 'James']"
1961,WY,6428,West,0.16,"['John', 'David', 'Michael', 'Robert', 'James']"
1962,AK,5866,West,0.15,"['John', 'Michael', 'David', 'Robert', 'James']"
1962,AL,69746,South,1.82,"['James', 'Michael', 'John', 'David', 'William']"
1962,AZ,32386,West,0.85,"['David', 'Michael', 'John', 'Robert', 'James']"
1962,AR,37211,South,0.97,"['James', 'David', 'Michael', 'Robert', 'John']"
1962,CA,360495,West,9.42,"['David', 'Michael', 'John', 'Robert', 'James']"
1962,CO,40769,West,1.07,"['David', 'Michael', 'John', 'Robert', 'James']"
1962,CT,49642,Northeast,1.30,"['John', 'Michael', 'David', 'Robert', 'James']"
1962,DE,9332,South,0.24,"['John', 'David', 'Michael', 'Robert', 'James']"
1962,FL,103444,South,2.70,"['James', 'John', 'Michael', 'David', 'Robert']"
1962,GA,90620,South,2.37,"['James', 'Michael', 'David', 'John', 'Robert']"
1962,HI,13938,West,0.36,"['Michael', 'David', 'John', 'Robert', 'Mark']"
1962,ID,13031,West,0.34,"['David', 'Michael', 'Robert', 'Mark', 'John']"
1962,IL,213074,Midwest,5.57,"['Michael', 'John', 'David', 'James', 'Robert']"
1962,IN,100695,Midwest,2.63,"['David', 'Michael', 'James', 'John', 'Mark']"
1962,IA,56430,Midwest,1.47,"['David', 'Michael', 'Mark', 'John', 'Scott']"
1962,KS,41795,Midwest,1.09,"['David', 'Michael', 'Mark', 'John', 'James']"
1962,KY,64927,South,1.70,"['James', 'David', 'Michael', 'Robert', 'John']"
1962,LA,78501,South,2.05,"['Michael', 'John', 'James', 'David', 'Robert']"
1962,ME,20620,Northeast,0.54,"['David', 'Michael', 'James', 'John', 'Mark']"
1962,MD,60978,South,1.59,"['John', 'Michael', 'James', 'Robert', 'David']"
1962,MA,107144,Northeast,2.80,"['John', 'Michael', 'David', 'Robert', 'James']"
1962,MI,170433,Midwest,4.45,"['David', 'Michael', 'John', 'Robert', 'James']"
1962,MN,78396,Midwest,2.05,"['David', 'Michael', 'Mark', 'John', 'Scott']"
1962,MS,51575,South,1.35,"['James', 'Robert', 'Michael', 'John', 'David']"
1962,MO,89062,Midwest,2.33,"['David', 'Michael', 'John', 'James', 'Robert']"
1962,MT,13615,West,0.36,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1962,NE,30506,Midwest,0.80,"['Michael', 'David', 'Mark', 'John', 'Robert']"
1962,NV,6118,West,0.16,"['Michael', 'John', 'David', 'James', 'Robert']"
1962,NH,11681,Northeast,0.31,"['Michael', 'David', 'John', 'Mark', 'Robert']"
1962,NJ,118513,Northeast,3.10,"['John', 'Michael', 'Robert', 'James', 'David']"
1962,NM,24813,West,0.65,"['David', 'Michael', 'Robert', 'John', 'James']"
1962,NY,337997,Northeast,8.83,"['Michael', 'John', 'Robert', 'David', 'James']"
1962,NC,99127,South,2.59,"['James', 'Michael', 'David', 'William', 'John']"
1962,ND,13032,Midwest,0.34,"['David', 'Michael', 'Mark', 'James', 'Jeffrey']"
1962,OH,203941,Midwest,5.33,"['David', 'Michael', 'John', 'James', 'Robert']"
1962,OK,44161,South,1.15,"['David', 'Michael', 'James', 'John', 'Robert']"
1962,OR,32593,West,0.85,"['David', 'Michael', 'John', 'Mark', 'Robert']"
1962,PA,215303,Northeast,5.63,"['John', 'Michael', 'David', 'Robert', 'James']"
1962,RI,16534,Northeast,0.43,"['Michael', 'David', 'John', 'Robert', 'James']"
1962,SC,52596,South,1.37,"['James', 'John', 'Michael', 'Robert', 'William']"
1962,SD,14403,Midwest,0.38,"['David', 'Mark', 'Michael', 'Robert', 'John']"
1962,TN,74349,South,1.94,"['James', 'David', 'Michael', 'John', 'Lisa']"
1962,TX,229981,South,6.01,"['David', 'James', 'Michael', 'Robert', 'John']"
1962,UT,22614,West,0.59,"['David', 'Michael', 'Mark', 'Robert', 'Scott']"
1962,VT,7256,Northeast,0.19,"['Michael', 'David', 'John', 'Robert', 'Lisa']"
1962,VA,83529,South,2.18,"['James', 'Michael', 'David', 'John', 'Robert']"
1962,WA,58311,West,1.52,"['Michael', 'David', 'John', 'Robert', 'Mark']"
1962,WV,33827,South,0.88,"['David', 'James', 'John', 'Michael', 'Robert']"
1962,WI,87839,Midwest,2.30,"['Michael', 'David', 'John', 'Mark', 'James']"
1962,WY,5834,West,0.15,"['David', 'John', 'Robert', 'Michael', 'James']"
1963,AK,5933,West,0.16,"['David', 'Michael', 'Robert', 'James', 'John']"
1963,AL,67098,South,1.79,"['James', 'Michael', 'John', 'David', 'Robert']"
1963,AZ,31673,West,0.85,"['David', 'Michael', 'Robert', 'John', 'James']"
1963,AR,36947,South,0.99,"['James', 'Michael', 'David', 'John', 'Robert']"
1963,CA,361905,West,9.66,"['Michael', 'David', 'John', 'Robert', 'James']"
1963,CO,39798,West,1.06,"['Michael', 'David', 'John', 'Robert', 'James']"
1963,CT,50385,Northeast,1.34,"['John', 'Michael', 'David', 'Robert', 'Lisa']"
1963,DE,9458,South,0.25,"['David', 'John', 'Michael', 'Robert', 'James']"
1963,FL,102054,South,2.72,"['James', 'John', 'Michael', 'Robert', 'David']"
1963,GA,90607,South,2.42,"['James', 'Michael', 'David', 'John', 'Robert']"
1963,HI,13411,West,0.36,"['Michael', 'David', 'John', 'James', 'Robert']"
1963,ID,11816,West,0.32,"['Michael', 'David', 'Robert', 'John', 'Lisa']"
1963,IL,206920,Midwest,5.52,"['Michael', 'John', 'David', 'James', 'Robert']"
1963,IN,98400,Midwest,2.63,"['David', 'Michael', 'John', 'James', 'Lisa']"
1963,IA,53418,Midwest,1.43,"['David', 'Michael', 'Mark', 'John', 'Scott']"
1963,KS,39199,Midwest,1.05,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1963,KY,63254,South,1.69,"['James', 'David', 'Michael', 'John', 'Lisa']"
1963,LA,75763,South,2.02,"['Michael', 'John', 'David', 'James', 'Robert']"
1963,ME,19404,Northeast,0.52,"['David', 'Michael', 'Lisa', 'John', 'James']"
1963,MD,62660,South,1.67,"['Michael', 'John', 'David', 'Robert', 'James']"
1963,MA,106528,Northeast,2.84,"['John', 'Michael', 'David', 'Robert', 'James']"
1963,MI,166107,Midwest,4.43,"['Michael', 'David', 'John', 'Robert', 'James']"
1963,MN,74193,Midwest,1.98,"['Michael', 'David', 'John', 'Mark', 'Scott']"
1963,MS,49476,South,1.32,"['James', 'Robert', 'John', 'Michael', 'Mary']"
1963,MO,85663,Midwest,2.29,"['David', 'Michael', 'John', 'James', 'Robert']"
1963,MT,12669,West,0.34,"['John', 'Robert', 'David', 'Michael', 'Mark']"
1963,NE,29187,Midwest,0.78,"['Michael', 'David', 'John', 'James', 'Mark']"
1963,NV,6719,West,0.18,"['Michael', 'John', 'David', 'Robert', 'James']"
1963,NH,11522,Northeast,0.31,"['David', 'Michael', 'Robert', 'Lisa', 'John']"
1963,NJ,119274,Northeast,3.18,"['John', 'Michael', 'Robert', 'James', 'David']"
1963,NM,23194,West,0.62,"['Michael', 'David', 'John', 'Robert', 'James']"
1963,NY,337739,Northeast,9.01,"['Michael', 'John', 'Robert', 'David', 'James']"
1963,NC,96810,South,2.58,"['James', 'David', 'Michael', 'William', 'Robert']"
1963,ND,12476,Midwest,0.33,"['David', 'Michael', 'Mark', 'James', 'John']"
1963,OH,199086,Midwest,5.31,"['David', 'Michael', 'John', 'James', 'Robert']"
1963,OK,42695,South,1.14,"['David', 'Michael', 'James', 'John', 'Robert']"
1963,OR,30634,West,0.82,"['David', 'Michael', 'Robert', 'John', 'Mark']"
1963,PA,210935,Northeast,5.63,"['John', 'Michael', 'David', 'Robert', 'James']"
1963,RI,16251,Northeast,0.43,"['Michael', 'David', 'John', 'Robert', 'Lisa']"
1963,SC,51652,South,1.38,"['James', 'John', 'Michael', 'Robert', 'William']"
1963,SD,13898,Midwest,0.37,"['Michael', 'David', 'Mark', 'Todd', 'James']"
1963,TN,72879,South,1.94,"['James', 'David', 'Lisa', 'Michael', 'John']"
1963,TX,222599,South,5.94,"['David', 'James', 'Michael', 'John', 'Robert']"
1963,UT,21290,West,0.57,"['David', 'Michael', 'Lisa', 'John', 'Robert']"
1963,VT,7000,Northeast,0.19,"['Michael', 'David', 'John', 'Lisa', 'James']"
1963,VA,82986,South,2.21,"['James', 'Michael', 'David', 'John', 'Robert']"
1963,WA,54469,West,1.45,"['Michael', 'David', 'John', 'Robert', 'James']"
1963,WV,32151,South,0.86,"['James', 'David', 'John', 'Michael', 'Robert']"
1963,WI,84735,Midwest,2.26,"['Michael', 'David', 'John', 'James', 'Mark']"
1963,WY,5495,West,0.15,"['Michael', 'David', 'John', 'James', 'Robert']"
1964,AK,5641,West,0.15,"['John', 'Michael', 'David', 'Robert', 'James']"
1964,AL,67228,South,1.83,"['James', 'John', 'Michael', 'David', 'Robert']"
1964,AZ,30920,West,0.84,"['David', 'Michael', 'John', 'Robert', 'James']"
1964,AR,36464,South,0.99,"['James', 'John', 'Michael', 'David', 'Robert']"
1964,CA,355365,West,9.67,"['Michael', 'David', 'John', 'Robert', 'James']"
1964,CO,37877,West,1.03,"['Michael', 'John', 'David', 'Robert', 'James']"
1964,CT,50468,Northeast,1.37,"['John', 'Michael', 'Robert', 'David', 'James']"
1964,DE,9259,South,0.25,"['John', 'Michael', 'Robert', 'David', 'James']"
1964,FL,100737,South,2.74,"['James', 'John', 'Robert', 'Michael', 'David']"
1964,GA,91553,South,2.49,"['James', 'Michael', 'John', 'David', 'Robert']"
1964,HI,12946,West,0.35,"['Michael', 'David', 'John', 'James', 'Robert']"
1964,ID,11042,West,0.30,"['David', 'Michael', 'John', 'Robert', 'James']"
1964,IL,203772,Midwest,5.55,"['Michael', 'John', 'James', 'David', 'Robert']"
1964,IN,97687,Midwest,2.66,"['David', 'Michael', 'John', 'James', 'Robert']"
1964,IA,51048,Midwest,1.39,"['David', 'Michael', 'John', 'Mark', 'Lisa']"
1964,KS,36775,Midwest,1.00,"['David', 'Michael', 'John', 'James', 'Robert']"
1964,KY,62577,South,1.70,"['James', 'David', 'John', 'Michael', 'Lisa']"
1964,LA,76071,South,2.07,"['John', 'Michael', 'James', 'David', 'Robert']"
1964,ME,18842,Northeast,0.51,"['Michael', 'David', 'John', 'Robert', 'Lisa']"
1964,MD,63018,South,1.71,"['John', 'Michael', 'James', 'Robert', 'David']"
1964,MA,103998,Northeast,2.83,"['John', 'Michael', 'David', 'Robert', 'James']"
1964,MI,162368,Midwest,4.42,"['Michael', 'David', 'John', 'Robert', 'James']"
1964,MN,71013,Midwest,1.93,"['David', 'Michael', 'John', 'Mark', 'James']"
1964,MS,47864,South,1.30,"['James', 'John', 'Robert', 'Michael', 'Mary']"
1964,MO,82629,Midwest,2.25,"['John', 'Michael', 'James', 'David', 'Robert']"
1964,MT,11913,West,0.32,"['Michael', 'John', 'Robert', 'James', 'David']"
1964,NE,27238,Midwest,0.74,"['Michael', 'David', 'John', 'James', 'Robert']"
1964,NV,7114,West,0.19,"['Michael', 'John', 'David', 'James', 'Robert']"
1964,NH,11365,Northeast,0.31,"['David', 'Michael', 'John', 'Lisa', 'Robert']"
1964,NJ,118578,Northeast,3.23,"['John', 'Michael', 'Robert', 'James', 'David']"
1964,NM,22323,West,0.61,"['Michael', 'Robert', 'David', 'John', 'James']"
1964,NY,332752,Northeast,9.05,"['John', 'Michael', 'Robert', 'James', 'David']"
1964,NC,95294,South,2.59,"['James', 'Michael', 'David', 'John', 'Robert']"
1964,ND,11792,Midwest,0.32,"['David', 'Michael', 'James', 'Mark', 'Robert']"
1964,OH,195352,Midwest,5.32,"['Michael', 'David', 'John', 'James', 'Robert']"
1964,OK,40482,South,1.10,"['David', 'Michael', 'James', 'John', 'Robert']"
1964,OR,29274,West,0.80,"['David', 'Michael', 'Robert', 'John', 'James']"
1964,PA,207250,Northeast,5.64,"['John', 'Michael', 'Robert', 'David', 'James']"
1964,RI,16246,Northeast,0.44,"['Michael', 'John', 'David', 'Robert', 'Lisa']"
1964,SC,50627,South,1.38,"['James', 'John', 'William', 'Michael', 'Robert']"
1964,SD,13005,Midwest,0.35,"['Michael', 'David', 'James', 'Todd', 'Scott']"
1964,TN,73209,South,1.99,"['James', 'Michael', 'Lisa', 'David', 'John']"
1964,TX,216969,South,5.90,"['David', 'James', 'John', 'Michael', 'Robert']"
1964,UT,20293,West,0.55,"['David', 'Michael', 'John', 'Robert', 'Lisa']"
1964,VT,6904,Northeast,0.19,"['Michael', 'David', 'John', 'Lisa', 'James']"
1964,VA,82711,South,2.25,"['James', 'Michael', 'John', 'David', 'Robert']"
1964,WA,50749,West,1.38,"['David', 'Michael', 'John', 'Robert', 'James']"
1964,WV,32357,South,0.88,"['James', 'John', 'David', 'Michael', 'Robert']"
1964,WI,82148,Midwest,2.24,"['Michael', 'David', 'John', 'James', 'Robert']"
1964,WY,5178,West,0.14,"['John', 'David', 'Michael', 'Robert', 'James']"
1965,AK,5272,West,0.15,"['John', 'Michael', 'Robert', 'James', 'David']"
1965,AL,61965,South,1.81,"['James', 'Michael', 'John', 'Lisa', 'David']"
1965,AZ,28638,West,0.84,"['Michael', 'David', 'John', 'Robert', 'James']"
1965,AR,31908,South,0.93,"['James', 'Michael', 'Lisa', 'David', 'John']"
1965,CA,336603,West,9.84,"['Michael', 'David', 'John', 'Robert', 'James']"
1965,CO,33936,West,0.99,"['Michael', 'David', 'John', 'Robert', 'James']"
1965,CT,48054,Northeast,1.41,"['Michael', 'John', 'David', 'Robert', 'James']"
1965,DE,8518,South,0.25,"['John', 'David', 'Michael', 'Robert', 'James']"
1965,FL,94037,South,2.75,"['Michael', 'James', 'John', 'David', 'Robert']"
1965,GA,85551,South,2.50,"['James', 'Michael', 'John', 'Robert', 'David']"
1965,HI,12135,West,0.35,"['Michael', 'John', 'Robert', 'David', 'James']"
1965,ID,10154,West,0.30,"['Michael', 'David', 'Robert', 'Lisa', 'James']"
1965,IL,190147,Midwest,5.56,"['Michael', 'John', 'James', 'David', 'Robert']"
1965,IN,90256,Midwest,2.64,"['Michael', 'David', 'James', 'John', 'Robert']"
1965,IA,46919,Midwest,1.37,"['Michael', 'David', 'Lisa', 'John', 'James']"
1965,KS,32810,Midwest,0.96,"['Michael', 'David', 'John', 'James', 'Lisa']"
1965,KY,56330,South,1.65,"['James', 'Lisa', 'David', 'Michael', 'John']"
1965,LA,70007,South,2.05,"['Michael', 'John', 'James', 'David', 'Robert']"
1965,ME,17452,Northeast,0.51,"['Lisa', 'Michael', 'David', 'James', 'Robert']"
1965,MD,59221,South,1.73,"['Michael', 'John', 'David', 'James', 'Robert']"
1965,MA,98290,Northeast,2.87,"['Michael', 'John', 'David', 'Robert', 'James']"
1965,MI,153621,Midwest,4.49,"['Michael', 'David', 'John', 'James', 'Robert']"
1965,MN,65122,Midwest,1.90,"['Michael', 'David', 'John', 'Lisa', 'James']"
1965,MS,43279,South,1.27,"['James', 'Robert', 'John', 'Michael', 'Lisa']"
1965,MO,76254,Midwest,2.23,"['Michael', 'John', 'David', 'James', 'Lisa']"
1965,MT,10732,West,0.31,"['Michael', 'John', 'Robert', 'David', 'Lisa']"
1965,NE,24367,Midwest,0.71,"['Michael', 'David', 'John', 'James', 'Mark']"
1965,NV,6772,West,0.20,"['Michael', 'Robert', 'John', 'James', 'David']"
1965,NH,10755,Northeast,0.31,"['Michael', 'Lisa', 'David', 'James', 'John']"
1965,NJ,112148,Northeast,3.28,"['Michael', 'John', 'Robert', 'James', 'David']"
1965,NM,20519,West,0.60,"['Michael', 'David', 'Robert', 'John', 'James']"
1965,NY,317101,Northeast,9.27,"['Michael', 'John', 'Robert', 'David', 'James']"
1965,NC,87390,South,2.56,"['James', 'Michael', 'Lisa', 'David', 'John']"
1965,ND,10964,Midwest,0.32,"['Michael', 'David', 'Lisa', 'Mark', 'John']"
1965,OH,182320,Midwest,5.33,"['Michael', 'David', 'John', 'James', 'Robert']"
1965,OK,36333,South,1.06,"['Michael', 'David', 'James', 'John', 'Lisa']"
1965,OR,28864,West,0.84,"['Michael', 'David', 'Robert', 'John', 'James']"
1965,PA,193519,Northeast,5.66,"['Michael', 'John', 'Robert', 'David', 'James']"
1965,RI,15621,Northeast,0.46,"['Michael', 'John', 'David', 'Robert', 'James']"
1965,SC,46594,South,1.36,"['James', 'John', 'Robert', 'Michael', 'Lisa']"
1965,SD,11214,Midwest,0.33,"['Lisa', 'Michael', 'David', 'James', 'John']"
1965,TN,67013,South,1.96,"['James', 'Lisa', 'Michael', 'David', 'John']"
1965,TX,199702,South,5.84,"['David', 'Michael', 'James', 'John', 'Robert']"
1965,UT,18759,West,0.55,"['David', 'Michael', 'Robert', 'John', 'Lisa']"
1965,VT,6348,Northeast,0.19,"['Michael', 'Lisa', 'Robert', 'David', 'John']"
1965,VA,75574,South,2.21,"['James', 'Michael', 'Robert', 'David', 'John']"
1965,WA,46649,West,1.36,"['Michael', 'David', 'John', 'Robert', 'James']"
1965,WV,28609,South,0.84,"['James', 'David', 'John', 'Lisa', 'Michael']"
1965,WI,76490,Midwest,2.24,"['Michael', 'David', 'John', 'James', 'Robert']"
1965,WY,4566,West,0.13,"['Michael', 'John', 'Robert', 'David', 'James']"
1966,AK,4986,West,0.15,"['Michael', 'John', 'David', 'Robert', 'James']"
1966,AL,58142,South,1.78,"['James', 'Michael', 'John', 'David', 'William']"
1966,AZ,27108,West,0.83,"['David', 'Michael', 'John', 'Robert', 'James']"
1966,AR,29696,South,0.91,"['James', 'Michael', 'John', 'Lisa', 'David']"
1966,CA,319431,West,9.77,"['Michael', 'David', 'Robert', 'John', 'Lisa']"
1966,CO,31824,West,0.97,"['Michael', 'David', 'John', 'Robert', 'James']"
1966,CT,45873,Northeast,1.40,"['Michael', 'John', 'David', 'Robert', 'Lisa']"
1966,DE,8080,South,0.25,"['Michael', 'Robert', 'John', 'David', 'James']"
1966,FL,90651,South,2.77,"['James', 'Michael', 'John', 'Robert', 'David']"
1966,GA,80910,South,2.48,"['James', 'Michael', 'John', 'Robert', 'William']"
1966,HI,10965,West,0.34,"['Michael', 'David', 'John', 'Lisa', 'Robert']"
