year,state,births,region,percent,topFive
1954,ME,19754,Northeast,0.52,"['Michael', 'David', 'Robert', 'John', 'Richard']"
1954,MD,58288,South,1.54,"['Michael', 'John', 'Robert', 'James', 'William']"
1954,MA,103224,Northeast,2.72,"['Robert', 'John', 'Michael', 'David', 'Richard']"
1954,MI,181194,Midwest,4.78,"['Michael', 'David', 'Robert', 'James', 'John']"
1954,MN,74813,Midwest,1.97,"['Michael', 'David', 'James', 'John', 'Steven']"
1954,MS,57484,South,1.52,"['James', 'Mary', 'Robert', 'John', 'Charles']"
1954,MO,90150,Midwest,2.38,"['Michael', 'James', 'David', 'John', 'Robert']"
1954,MT,14331,West,0.38,"['John', 'Robert', 'James', 'Michael', 'David']"
1954,NE,29834,Midwest,0.79,"['Michael', 'David', 'James', 'Robert', 'Mary']"
1954,NV,4101,West,0.11,"['Michael', 'Robert', 'David', 'James', 'John']"
1954,NH,10792,Northeast,0.28,"['David', 'Michael', 'Robert', 'Richard', 'James']"
1954,NJ,108798,Northeast,2.87,"['Robert', 'John', 'Michael', 'James', 'William']"
1954,NM,22274,West,0.59,"['Mary', 'Michael', 'David', 'Robert', 'Richard']"
1954,NY,330276,Northeast,8.71,"['Robert', 'John', 'Michael', 'James', 'David']"
1954,NC,106700,South,2.81,"['James', 'William', 'Robert', 'David', 'Michael']"
1954,ND,14850,Midwest,0.39,"['David', 'Michael', 'Mary', 'James', 'Robert']"
1954,OH,211141,Midwest,5.57,"['Michael', 'James', 'David', 'Robert', 'John']"
1954,OK,47301,South,1.25,"['David', 'Michael', 'James', 'John', 'Robert']"
1954,OR,34132,West,0.90,"['Michael', 'David', 'Robert', 'James', 'John']"
1954,PA,233459,Northeast,6.16,"['John', 'Robert', 'David', 'James', 'Michael']"
1954,RI,17722,Northeast,0.47,"['Robert', 'Michael', 'David', 'John', 'Deborah']"
1954,SC,60739,South,1.60,"['James', 'Mary', 'John', 'William', 'Robert']"
1954,SD,15521,Midwest,0.41,"['Michael', 'Mary', 'David', 'James', 'Steven']"
1954,TN,80302,South,2.12,"['James', 'Michael', 'William', 'David', 'Robert']"
1954,TX,233131,South,6.15,"['James', 'David', 'Robert', 'Michael', 'John']"
1954,UT,21360,West,0.56,"['David', 'Michael', 'Debra', 'Robert', 'John']"
1954,VT,7567,Northeast,0.20,"['Michael', 'David', 'Robert', 'Mary', 'John']"
1954,VA,84532,South,2.23,"['James', 'William', 'Michael', 'Robert', 'John']"
1954,WA,59379,West,1.57,"['Michael', 'David', 'Robert', 'James', 'John']"
1954,WV,43514,South,1.15,"['James', 'David', 'Robert', 'Michael', 'John']"
1954,WI,85831,Midwest,2.26,"['Michael', 'David', 'James', 'John', 'Robert']"
1954,WY,6765,West,0.18,"['Michael', 'John', 'Robert', 'James', 'David']"
1955,AK,5677,West,0.15,"['David', 'Michael', 'Robert', 'John', 'James']"
1955,AL,75107,South,1.97,"['James', 'Michael', 'John', 'Robert', 'William']"
1955,AZ,25473,West,0.67,"['David', 'Robert', 'Michael', 'Mary', 'John']"
1955,AR,38745,South,1.01,"['James', 'Mary', 'Linda', 'Robert', 'David']"
1955,CA,304415,West,7.97,"['Michael', 'David', 'Robert', 'John', 'James']"
1955,CO,37444,West,0.98,"['Michael', 'David', 'Robert', 'John', 'James']"
1955,CT,47140,Northeast,1.23,"['Robert', 'David', 'John', 'Michael', 'James']"
1955,DE,8924,South,0.23,"['John', 'David', 'James', 'Michael', 'William']"
1955,FL,82672,South,2.16,"['James', 'Robert', 'Michael', 'John', 'David']"
1955,GA,95052,South,2.49,"['James', 'William', 'David', 'Mary', 'John']"
1955,HI,12970,West,0.34,"['Michael', 'David', 'Robert', 'John', 'William']"
1955,ID,13943,West,0.36,"['Michael', 'David', 'Debra', 'Robert', 'John']"
1955,IL,208547,Midwest,5.46,"['Michael', 'John', 'James', 'David', 'Robert']"
1955,IN,101167,Midwest,2.65,"['David', 'Michael', 'James', 'Robert', 'John']"
1955,IA,59245,Midwest,1.55,"['David', 'Michael', 'Debra', 'Mary', 'James']"
1955,KS,45825,Midwest,1.20,"['David', 'Michael', 'Robert', 'Debra', 'James']"
1955,KY,70107,South,1.83,"['James', 'David', 'Michael', 'William', 'Mary']"
1955,LA,78214,South,2.05,"['James', 'Michael', 'John', 'Mary', 'David']"
1955,ME,19571,Northeast,0.51,"['David', 'Michael', 'Robert', 'Richard', 'John']"
1955,MD,59237,South,1.55,"['Michael', 'Robert', 'John', 'James', 'David']"
1955,MA,105856,Northeast,2.77,"['John', 'Robert', 'David', 'Michael', 'James']"
1955,MI,185252,Midwest,4.85,"['Michael', 'David', 'Robert', 'James', 'John']"
1955,MN,75461,Midwest,1.97,"['David', 'Michael', 'Mary', 'Mark', 'James']"
1955,MS,56453,South,1.48,"['James', 'Robert', 'John', 'Willie', 'Charles']"
1955,MO,90444,Midwest,2.37,"['Michael', 'David', 'James', 'Robert', 'John']"
1955,MT,14570,West,0.38,"['Robert', 'James', 'Michael', 'David', 'John']"
1955,NE,30601,Midwest,0.80,"['Michael', 'David', 'Robert', 'Debra', 'John']"
1955,NV,4306,West,0.11,"['Michael', 'Robert', 'David', 'James', 'John']"
1955,NH,10872,Northeast,0.28,"['David', 'Michael', 'Robert', 'Richard', 'John']"
1955,NJ,111093,Northeast,2.91,"['Robert', 'John', 'Michael', 'James', 'William']"
1955,NM,22518,West,0.59,"['Robert', 'David', 'Michael', 'Mary', 'James']"
1955,NY,337372,Northeast,8.83,"['Robert', 'John', 'Michael', 'James', 'David']"
1955,NC,106709,South,2.79,"['James', 'William', 'David', 'Michael', 'Robert']"
1955,ND,14668,Midwest,0.38,"['David', 'Michael', 'James', 'Mary', 'Robert']"
1955,OH,212123,Midwest,5.55,"['David', 'Michael', 'James', 'Robert', 'John']"
1955,OK,46464,South,1.22,"['David', 'James', 'Michael', 'Robert', 'Debra']"
1955,OR,34212,West,0.90,"['David', 'Michael', 'Robert', 'Debra', 'James']"
1955,PA,233082,Northeast,6.10,"['John', 'Robert', 'David', 'Michael', 'James']"
1955,RI,17572,Northeast,0.46,"['Robert', 'David', 'Michael', 'John', 'Deborah']"
1955,SC,59103,South,1.55,"['James', 'Mary', 'John', 'William', 'Robert']"
1955,SD,16061,Midwest,0.42,"['David', 'Michael', 'Mary', 'Debra', 'James']"
1955,TN,79483,South,2.08,"['James', 'David', 'Michael', 'William', 'Robert']"
1955,TX,232756,South,6.09,"['David', 'James', 'Robert', 'Michael', 'John']"
1955,UT,21888,West,0.57,"['David', 'Michael', 'Robert', 'Debra', 'Steven']"
1955,VT,7669,Northeast,0.20,"['David', 'Michael', 'Susan', 'Robert', 'James']"
1955,VA,84283,South,2.21,"['James', 'Michael', 'David', 'Robert', 'William']"
1955,WA,59061,West,1.55,"['David', 'Michael', 'Robert', 'John', 'James']"
1955,WV,41193,South,1.08,"['David', 'James', 'John', 'Robert', 'Michael']"
1955,WI,86396,Midwest,2.26,"['David', 'Michael', 'Mary', 'James', 'Robert']"
1955,WY,6514,West,0.17,"['David', 'Robert', 'Michael', 'John', 'James']"
1956,AK,5868,West,0.15,"['Michael', 'James', 'Robert', 'David', 'John']"
1956,AL,76616,South,1.95,"['James', 'Michael', 'John', 'Robert', 'William']"
1956,AZ,27052,West,0.69,"['David', 'Robert', 'Michael', 'John', 'Mary']"
1956,AR,39212,South,1.00,"['James', 'David', 'Mary', 'Michael', 'Robert']"
1956,CA,324062,West,8.25,"['Michael', 'David', 'Robert', 'John', 'James']"
1956,CO,39112,West,1.00,"['Michael', 'David', 'Robert', 'John', 'James']"
1956,CT,48220,Northeast,1.23,"['Robert', 'John', 'David', 'Michael', 'James']"
1956,DE,9450,South,0.24,"['John', 'Robert', 'James', 'Michael', 'David']"
1956,FL,90116,South,2.30,"['James', 'Robert', 'Michael', 'John', 'David']"
1956,GA,96839,South,2.47,"['James', 'Michael', 'William', 'Robert', 'David']"
1956,HI,13646,West,0.35,"['Michael', 'Robert', 'John', 'David', 'James']"
1956,ID,13509,West,0.34,"['David', 'Michael', 'Robert', 'Debra', 'John']"
1956,IL,217196,Midwest,5.53,"['Michael', 'James', 'John', 'Robert', 'David']"
1956,IN,105744,Midwest,2.69,"['Michael', 'David', 'James', 'Robert', 'John']"
1956,IA,58958,Midwest,1.50,"['David', 'Michael', 'Debra', 'Mark', 'Mary']"
1956,KS,46802,Midwest,1.19,"['Michael', 'David', 'James', 'Robert', 'Debra']"
1956,KY,69848,South,1.78,"['James', 'Michael', 'David', 'William', 'Mary']"
1956,LA,81580,South,2.08,"['James', 'Michael', 'John', 'David', 'Robert']"
1956,ME,20050,Northeast,0.51,"['Michael', 'David', 'Robert', 'John', 'Richard']"
1956,MD,61026,South,1.55,"['Michael', 'John', 'Robert', 'James', 'William']"
1956,MA,107465,Northeast,2.74,"['John', 'Robert', 'Michael', 'David', 'James']"
1956,MI,194020,Midwest,4.94,"['Michael', 'David', 'Robert', 'James', 'John']"
1956,MN,76977,Midwest,1.96,"['David', 'Michael', 'Mary', 'Mark', 'James']"
1956,MS,55295,South,1.41,"['James', 'Robert', 'John', 'Charles', 'Willie']"
1956,MO,92933,Midwest,2.37,"['Michael', 'James', 'Robert', 'David', 'John']"
1956,MT,14748,West,0.38,"['Robert', 'Michael', 'James', 'David', 'John']"
1956,NE,30488,Midwest,0.78,"['Michael', 'David', 'Mary', 'James', 'John']"
1956,NV,4769,West,0.12,"['Michael', 'Robert', 'John', 'David', 'James']"
1956,NH,11254,Northeast,0.29,"['Michael', 'David', 'Robert', 'Richard', 'John']"
1956,NJ,114004,Northeast,2.90,"['Robert', 'John', 'Michael', 'James', 'William']"
1956,NM,23097,West,0.59,"['Michael', 'Robert', 'David', 'Mary', 'John']"
1956,NY,340867,Northeast,8.68,"['Michael', 'John', 'Robert', 'James', 'David']"
1956,NC,107225,South,2.73,"['James', 'William', 'Michael', 'David', 'Robert']"
1956,ND,14153,Midwest,0.36,"['David', 'Mary', 'James', 'Mark', 'Michael']"
1956,OH,222869,Midwest,5.68,"['Michael', 'David', 'James', 'Robert', 'John']"
1956,OK,47129,South,1.20,"['David', 'Michael', 'James', 'Robert', 'John']"
1956,OR,33998,West,0.87,"['Michael', 'David', 'James', 'Robert', 'John']"
1956,PA,238742,Northeast,6.08,"['John', 'Robert', 'David', 'Michael', 'James']"
1956,RI,17579,Northeast,0.45,"['Robert', 'Michael', 'David', 'John', 'Susan']"
1956,SC,59677,South,1.52,"['James', 'Mary', 'John', 'William', 'Robert']"
1956,SD,15679,Midwest,0.40,"['Michael', 'David', 'Steven', 'Robert', 'Debra']"
1956,TN,79323,South,2.02,"['James', 'Michael', 'David', 'William', 'Robert']"
1956,TX,238653,South,6.08,"['David', 'James', 'Robert', 'Michael', 'John']"
1956,UT,22554,West,0.57,"['David', 'Michael', 'Mark', 'Robert', 'Steven']"
1956,VT,7421,Northeast,0.19,"['Michael', 'David', 'Robert', 'James', 'Richard']"
1956,VA,85691,South,2.18,"['James', 'Michael', 'William', 'Robert', 'David']"
1956,WA,60387,West,1.54,"['Michael', 'David', 'Robert', 'James', 'John']"
1956,WV,41463,South,1.06,"['James', 'David', 'Robert', 'John', 'Michael']"
1956,WI,87702,Midwest,2.23,"['Michael', 'David', 'Mary', 'James', 'John']"
1956,WY,6450,West,0.16,"['Robert', 'Michael', 'David', 'John', 'Debra']"
1957,AK,6160,West,0.15,"['John', 'David', 'Michael', 'James', 'Robert']"
1957,AL,76075,South,1.90,"['James', 'Michael', 'William', 'Mary', 'Robert']"
1957,AZ,28889,West,0.72,"['David', 'Robert', 'Michael', 'Mary', 'James']"
1957,AR,38965,South,0.97,"['James', 'David', 'Mary', 'Michael', 'John']"
1957,CA,339851,West,8.49,"['Michael', 'David', 'Robert', 'John', 'James']"
1957,CO,39394,West,0.98,"['Michael', 'David', 'Robert', 'John', 'James']"
1957,CT,51621,Northeast,1.29,"['Michael', 'John', 'Robert', 'David', 'James']"
1957,DE,10063,South,0.25,"['John', 'James', 'Robert', 'Michael', 'David']"
1957,FL,95970,South,2.40,"['James', 'Michael', 'Robert', 'John', 'David']"
1957,GA,95849,South,2.39,"['James', 'Michael', 'Robert', 'William', 'David']"
1957,HI,13347,West,0.33,"['Michael', 'Robert', 'John', 'James', 'David']"
1957,ID,13669,West,0.34,"['Michael', 'David', 'Robert', 'James', 'John']"
1957,IL,224510,Midwest,5.61,"['Michael', 'James', 'John', 'Robert', 'David']"
1957,IN,107908,Midwest,2.70,"['Michael', 'David', 'James', 'Robert', 'John']"
1957,IA,59532,Midwest,1.49,"['David', 'Michael', 'James', 'Mark', 'Steven']"
1957,KS,46035,Midwest,1.15,"['Michael', 'David', 'James', 'Robert', 'Mark']"
1957,KY,70153,South,1.75,"['James', 'David', 'Michael', 'William', 'Robert']"
1957,LA,83155,South,2.08,"['Michael', 'James', 'John', 'David', 'Robert']"
1957,ME,20454,Northeast,0.51,"['Michael', 'David', 'Robert', 'Richard', 'Susan']"
1957,MD,63173,South,1.58,"['Michael', 'John', 'Robert', 'James', 'William']"
1957,MA,111275,Northeast,2.78,"['John', 'Michael', 'Robert', 'David', 'James']"
1957,MI,196522,Midwest,4.91,"['Michael', 'David', 'Robert', 'James', 'Mark']"
1957,MN,79564,Midwest,1.99,"['David', 'Michael', 'Mary', 'Mark', 'James']"
1957,MS,54242,South,1.36,"['James', 'Robert', 'John', 'Willie', 'Linda']"
1957,MO,93756,Midwest,2.34,"['Michael', 'James', 'David', 'Robert', 'John']"
1957,MT,15207,West,0.38,"['David', 'Michael', 'Robert', 'James', 'John']"
1957,NE,29819,Midwest,0.75,"['Michael', 'David', 'Robert', 'James', 'Mary']"
1957,NV,4758,West,0.12,"['Michael', 'David', 'Robert', 'John', 'James']"
1957,NH,11642,Northeast,0.29,"['Michael', 'David', 'Robert', 'Richard', 'John']"
1957,NJ,119017,Northeast,2.97,"['Robert', 'John', 'Michael', 'James', 'William']"
1957,NM,24013,West,0.60,"['Michael', 'David', 'Robert', 'Mary', 'James']"
1957,NY,350250,Northeast,8.75,"['Michael', 'John', 'Robert', 'James', 'David']"
1957,NC,104794,South,2.62,"['James', 'Michael', 'William', 'David', 'Robert']"
1957,ND,14000,Midwest,0.35,"['David', 'Mark', 'Mary', 'James', 'Robert']"
1957,OH,230327,Midwest,5.75,"['Michael', 'David', 'James', 'Robert', 'John']"
1957,OK,45980,South,1.15,"['David', 'Michael', 'James', 'Robert', 'John']"
1957,OR,33560,West,0.84,"['David', 'Michael', 'James', 'Robert', 'Mark']"
1957,PA,244825,Northeast,6.12,"['John', 'Robert', 'Michael', 'David', 'James']"
1957,RI,17784,Northeast,0.44,"['Robert', 'Michael', 'David', 'John', 'James']"
1957,SC,58780,South,1.47,"['James', 'Robert', 'John', 'Mary', 'William']"
1957,SD,15072,Midwest,0.38,"['Michael', 'David', 'Mark', 'James', 'Debra']"
1957,TN,78572,South,1.96,"['James', 'Michael', 'David', 'William', 'Robert']"
1957,TX,240278,South,6.00,"['David', 'James', 'Robert', 'Michael', 'John']"
1957,UT,22801,West,0.57,"['David', 'Michael', 'Robert', 'Mark', 'Steven']"
1957,VT,7599,Northeast,0.19,"['David', 'Michael', 'John', 'Mary', 'Susan']"
1957,VA,85619,South,2.14,"['James', 'Michael', 'William', 'Robert', 'David']"
1957,WA,60663,West,1.52,"['Michael', 'David', 'Robert', 'John', 'James']"
1957,WV,41323,South,1.03,"['James', 'David', 'Michael', 'Robert', 'John']"
1957,WI,90597,Midwest,2.26,"['Michael', 'David', 'Mary', 'James', 'Mark']"
1957,WY,6267,West,0.16,"['Michael', 'David', 'Robert', 'James', 'John']"
1958,AK,5664,West,0.14,"['Michael', 'James', 'John', 'David', 'Robert']"
1958,AL,74227,South,1.89,"['James', 'Michael', 'William', 'Robert', 'David']"
1958,AZ,29431,West,0.75,"['Robert', 'David', 'Michael', 'John', 'Mary']"
1958,AR,37661,South,0.96,"['James', 'David', 'Michael', 'Robert', 'John']"
1958,CA,337439,West,8.58,"['Michael', 'David', 'Robert', 'John', 'James']"
1958,CO,39341,West,1.00,"['Michael', 'David', 'John', 'Robert', 'James']"
1958,CT,50722,Northeast,1.29,"['Michael', 'Robert', 'John', 'David', 'James']"
1958,DE,9758,South,0.25,"['Michael', 'John', 'James', 'William', 'David']"
1958,FL,99098,South,2.52,"['James', 'Michael', 'Robert', 'John', 'David']"
1958,GA,93527,South,2.38,"['James', 'Michael', 'David', 'William', 'Robert']"
1958,HI,13072,West,0.33,"['Michael', 'John', 'Robert', 'David', 'James']"
1958,ID,13648,West,0.35,"['Michael', 'David', 'Robert', 'James', 'John']"
1958,IL,220039,Midwest,5.59,"['Michael', 'David', 'John', 'James', 'Robert']"
1958,IN,105141,Midwest,2.67,"['Michael', 'David', 'James', 'John', 'Mark']"
1958,IA,57865,Midwest,1.47,"['David', 'Michael', 'Mark', 'James', 'John']"
1958,KS,44427,Midwest,1.13,"['David', 'Michael', 'Robert', 'James', 'Mark']"
1958,KY,68773,South,1.75,"['James', 'David', 'Michael', 'William', 'Mary']"
1958,LA,82008,South,2.08,"['Michael', 'James', 'David', 'John', 'Mary']"
1958,ME,20330,Northeast,0.52,"['Michael', 'David', 'Robert', 'John', 'James']"
1958,MD,62114,South,1.58,"['Michael', 'John', 'Robert', 'James', 'David']"
1958,MA,110832,Northeast,2.82,"['John', 'Michael', 'Robert', 'David', 'James']"
1958,MI,190649,Midwest,4.85,"['Michael', 'David', 'Robert', 'James', 'John']"
1958,MN,78620,Midwest,2.00,"['Michael', 'David', 'Mark', 'James', 'John']"
1958,MS,52315,South,1.33,"['James', 'Robert', 'John', 'Linda', 'David']"
1958,MO,93071,Midwest,2.37,"['Michael', 'David', 'James', 'John', 'Robert']"
1958,MT,14244,West,0.36,"['David', 'Michael', 'James', 'John', 'Robert']"
1958,NE,29595,Midwest,0.75,"['Michael', 'David', 'Mark', 'Robert', 'James']"
1958,NV,4800,West,0.12,"['Michael', 'Robert', 'David', 'John', 'James']"
1958,NH,11571,Northeast,0.29,"['Michael', 'David', 'Robert', 'Richard', 'James']"
1958,NJ,118343,Northeast,3.01,"['John', 'Robert', 'Michael', 'James', 'William']"
1958,NM,24322,West,0.62,"['David', 'Michael', 'Robert', 'Mary', 'James']"
1958,NY,350163,Northeast,8.90,"['Michael', 'John', 'Robert', 'James', 'David']"
1958,NC,101610,South,2.58,"['James', 'Michael', 'William', 'Robert', 'David']"
1958,ND,14048,Midwest,0.36,"['David', 'Mark', 'Michael', 'James', 'Mary']"
1958,OH,221129,Midwest,5.62,"['David', 'Michael', 'James', 'John', 'Robert']"
1958,OK,44946,South,1.14,"['David', 'Michael', 'James', 'Mark', 'Robert']"
1958,OR,32031,West,0.81,"['David', 'Michael', 'John', 'Mark', 'James']"
1958,PA,239069,Northeast,6.08,"['John', 'Robert', 'Michael', 'David', 'James']"
1958,RI,16900,Northeast,0.43,"['Michael', 'Robert', 'David', 'John', 'Susan']"
1958,SC,55821,South,1.42,"['James', 'Robert', 'William', 'Michael', 'David']"
1958,SD,14786,Midwest,0.38,"['David', 'Michael', 'James', 'Robert', 'Mark']"
1958,TN,76736,South,1.95,"['James', 'Michael', 'David', 'William', 'Robert']"
1958,TX,234788,South,5.97,"['David', 'James', 'Michael', 'Robert', 'John']"
1958,UT,22011,West,0.56,"['David', 'Michael', 'Mark', 'Robert', 'Scott']"
1958,VT,7560,Northeast,0.19,"['Michael', 'David', 'James', 'Robert', 'John']"
1958,VA,84254,South,2.14,"['James', 'Michael', 'David', 'William', 'Robert']"
1958,WA,59980,West,1.52,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1958,WV,40810,South,1.04,"['David', 'James', 'Robert', 'Michael', 'John']"
1958,WI,89969,Midwest,2.29,"['Michael', 'David', 'Mary', 'Mark', 'James']"
1958,WY,6004,West,0.15,"['Michael', 'David', 'John', 'Robert', 'James']"
1959,AK,5450,West,0.14,"['John', 'James', 'Robert', 'Michael', 'David']"
1959,AL,73796,South,1.87,"['James', 'Michael', 'David', 'William', 'John']"
1959,AZ,30544,West,0.77,"['David', 'Michael', 'Robert', 'John', 'Richard']"
1959,AR,37389,South,0.95,"['James', 'David', 'Michael', 'Robert', 'John']"
1959,CA,345891,West,8.74,"['David', 'Michael', 'Robert', 'John', 'Mark']"
1959,CO,40240,West,1.02,"['David', 'Michael', 'John', 'Robert', 'James']"
1959,CT,51035,Northeast,1.29,"['John', 'Robert', 'Michael', 'David', 'James']"
1959,DE,9805,South,0.25,"['John', 'David', 'Michael', 'James', 'Robert']"
1959,FL,102516,South,2.59,"['James', 'Michael', 'Robert', 'David', 'John']"
1959,GA,92726,South,2.34,"['James', 'Michael', 'David', 'William', 'John']"
1959,HI,13203,West,0.33,"['Michael', 'David', 'Robert', 'John', 'James']"
1959,ID,13948,West,0.35,"['David', 'Michael', 'Robert', 'John', 'James']"
1959,IL,224669,Midwest,5.68,"['Michael', 'John', 'James', 'David', 'Robert']"
1959,IN,104825,Midwest,2.65,"['David', 'Michael', 'James', 'Mark', 'John']"
1959,IA,59630,Midwest,1.51,"['David', 'Michael', 'Mark', 'Kevin', 'James']"
1959,KS,45534,Midwest,1.15,"['David', 'Michael', 'Mark', 'Robert', 'James']"
1959,KY,69140,South,1.75,"['James', 'David', 'Michael', 'William', 'Mary']"
1959,LA,82262,South,2.08,"['Michael', 'David', 'James', 'John', 'Mary']"
1959,ME,20509,Northeast,0.52,"['David', 'Michael', 'Robert', 'Mark', 'James']"
1959,MD,63340,South,1.60,"['Michael', 'James', 'John', 'David', 'Robert']"
1959,MA,109838,Northeast,2.78,"['John', 'Michael', 'Robert', 'David', 'James']"
1959,MI,186550,Midwest,4.72,"['David', 'Michael', 'Mark', 'James', 'Robert']"
1959,MN,81887,Midwest,2.07,"['David', 'Michael', 'Mark', 'James', 'John']"
1959,MS,53623,South,1.36,"['James', 'Mary', 'Robert', 'John', 'David']"
1959,MO,94191,Midwest,2.38,"['Michael', 'David', 'James', 'Robert', 'Mark']"
1959,MT,14577,West,0.37,"['David', 'Michael', 'Robert', 'John', 'James']"
1959,NE,30821,Midwest,0.78,"['Michael', 'David', 'Mark', 'James', 'Robert']"
1959,NV,4869,West,0.12,"['Michael', 'David', 'John', 'Robert', 'James']"
1959,NH,11553,Northeast,0.29,"['David', 'Michael', 'Robert', 'Mark', 'James']"
1959,NJ,118422,Northeast,2.99,"['John', 'Robert', 'Michael', 'James', 'David']"
1959,NM,25346,West,0.64,"['David', 'Michael', 'Robert', 'John', 'Mary']"
1959,NY,348982,Northeast,8.82,"['John', 'Michael', 'Robert', 'James', 'David']"
1959,NC,101710,South,2.57,"['James', 'David', 'Michael', 'William', 'Robert']"
1959,ND,14509,Midwest,0.37,"['David', 'Mark', 'Michael', 'Mary', 'James']"
1959,OH,219162,Midwest,5.54,"['David', 'Michael', 'James', 'John', 'Robert']"
1959,OK,45314,South,1.15,"['David', 'James', 'Michael', 'Robert', 'Mark']"
1959,OR,32432,West,0.82,"['David', 'Michael', 'Mark', 'Robert', 'John']"
1959,PA,236012,Northeast,5.97,"['John', 'Robert', 'David', 'Michael', 'James']"
1959,RI,17175,Northeast,0.43,"['Michael', 'Robert', 'David', 'John', 'Donna']"
1959,SC,55154,South,1.39,"['James', 'Robert', 'John', 'William', 'Michael']"
1959,SD,15409,Midwest,0.39,"['David', 'Michael', 'Mark', 'Robert', 'Mary']"
1959,TN,76402,South,1.93,"['James', 'David', 'Michael', 'William', 'Robert']"
1959,TX,236910,South,5.99,"['David', 'James', 'Robert', 'Michael', 'John']"
1959,UT,22159,West,0.56,"['David', 'Michael', 'Robert', 'Mark', 'John']"
1959,VT,7678,Northeast,0.19,"['Michael', 'David', 'Robert', 'James', 'John']"
1959,VA,83797,South,2.12,"['James', 'David', 'Michael', 'Robert', 'John']"
1959,WA,60001,West,1.52,"['David', 'Michael', 'John', 'Mark', 'Robert']"
1959,WV,38381,South,0.97,"['James', 'David', 'Robert', 'John', 'Michael']"
1959,WI,91927,Midwest,2.32,"['David', 'Michael', 'Mark', 'James', 'John']"
1959,WY,6120,West,0.15,"['David', 'Robert', 'James', 'John', 'Michael']"
1960,AK,5820,West,0.15,"['David', 'Michael', 'Robert', 'John', 'James']"
1960,AL,72521,South,1.84,"['James', 'Michael', 'David', 'John', 'William']"
1960,AZ,32147,West,0.81,"['David', 'Robert', 'Michael', 'John', 'James']"
1960,AR,37100,South,0.94,"['James', 'David', 'Michael', 'John', 'Robert']"
1960,CA,358623,West,9.08,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1960,CO,40904,West,1.04,"['David', 'Michael', 'John', 'Robert', 'Mark']"
1960,CT,51330,Northeast,1.30,"['John', 'Michael', 'Robert', 'David', 'James']"
1960,DE,9657,South,0.24,"['David', 'Michael', 'Robert', 'John', 'James']"
1960,FL,105144,South,2.66,"['James', 'Michael', 'Robert', 'David', 'John']"
1960,GA,92785,South,2.35,"['James', 'David', 'Michael', 'William', 'Robert']"
1960,HI,13273,West,0.34,"['Michael', 'David', 'John', 'Robert', 'Mark']"
1960,ID,13891,West,0.35,"['David', 'Michael', 'Robert', 'John', 'Mark']"
1960,IL,223456,Midwest,5.66,"['Michael', 'David', 'John', 'James', 'Robert']"
1960,IN,104690,Midwest,2.65,"['David', 'Michael', 'James', 'Mark', 'John']"
1960,IA,59384,Midwest,1.50,"['David', 'Michael', 'Mark', 'John', 'James']"
1960,KS,43949,Midwest,1.11,"['David', 'Michael', 'Mark', 'James', 'Robert']"
1960,KY,67470,South,1.71,"['James', 'David', 'Michael', 'William', 'John']"
1960,LA,81029,South,2.05,"['Michael', 'David', 'James', 'John', 'Mary']"
1960,ME,20864,Northeast,0.53,"['David', 'Michael', 'Robert', 'James', 'John']"
1960,MD,62976,South,1.60,"['Michael', 'David', 'John', 'Robert', 'James']"
1960,MA,109907,Northeast,2.78,"['John', 'Michael', 'David', 'Robert', 'James']"
1960,MI,182720,Midwest,4.63,"['David', 'Michael', 'Mark', 'James', 'Robert']"
1960,MN,81176,Midwest,2.06,"['David', 'Mark', 'Michael', 'John', 'Mary']"
1960,MS,52256,South,1.32,"['James', 'Mary', 'Robert', 'David', 'John']"
1960,MO,93638,Midwest,2.37,"['David', 'Michael', 'James', 'John', 'Mark']"
1960,MT,14290,West,0.36,"['David', 'Mark', 'Michael', 'John', 'Robert']"
1960,NE,30777,Midwest,0.78,"['Michael', 'David', 'Mark', 'John', 'James']"
1960,NV,5206,West,0.13,"['Robert', 'David', 'Michael', 'James', 'Mark']"
1960,NH,11593,Northeast,0.29,"['David', 'Michael', 'Robert', 'James', 'Mark']"
1960,NJ,119917,Northeast,3.04,"['John', 'Michael', 'Robert', 'James', 'David']"
1960,NM,26098,West,0.66,"['David', 'Michael', 'Robert', 'James', 'John']"
1960,NY,347129,Northeast,8.79,"['Michael', 'John', 'Robert', 'David', 'James']"
1960,NC,100736,South,2.55,"['James', 'David', 'Michael', 'William', 'Robert']"
1960,ND,13981,Midwest,0.35,"['David', 'Mark', 'Michael', 'Mary', 'Robert']"
1960,OH,217409,Midwest,5.51,"['David', 'Michael', 'James', 'John', 'Robert']"
1960,OK,44738,South,1.13,"['David', 'James', 'Michael', 'Mark', 'Robert']"
1960,OR,34225,West,0.87,"['David', 'Michael', 'Mark', 'Robert', 'John']"
1960,PA,231557,Northeast,5.86,"['John', 'David', 'Michael', 'Robert', 'James']"
1960,RI,17187,Northeast,0.44,"['Michael', 'David', 'John', 'Robert', 'James']"
1960,SC,54409,South,1.38,"['James', 'David', 'Michael', 'John', 'William']"
1960,SD,14910,Midwest,0.38,"['David', 'Michael', 'Mark', 'James', 'Mary']"
1960,TN,75877,South,1.92,"['James', 'David', 'Michael', 'William', 'Robert']"
1960,TX,236165,South,5.98,"['David', 'James', 'Robert', 'Michael', 'John']"
